IdTransacao;IdCliente;DtCriacao;QtdePontos;DescSistemaOrigem;OP
d3972065-3d8e-4bcd-a31d-860c0ca15a75;961622c3-3c29-4fa1-88d2-4f408d6d6ebb;2025-07-11 14:40:58.49 +0000 UTC;1;twitch;I
d54519c0-a62e-4540-93b3-1fa0a2de7f81;7d9f9a78-f2ee-490a-9f36-dde47f131fa9;2025-07-11 14:05:13.782 +0000 UTC;1;twitch;I
d61fc2d1-b718-4083-abc3-d80e512ddf62;961622c3-3c29-4fa1-88d2-4f408d6d6ebb;2025-07-11 14:25:33.063 +0000 UTC;1;twitch;I
e04b83d1-eb41-4064-ace5-bdf4f5d28f26;7d9f9a78-f2ee-490a-9f36-dde47f131fa9;2025-07-11 13:59:22.673 +0000 UTC;1;twitch;I
e3d168e0-27c8-4176-b201-470ef97e0e05;11f0bbec-a571-4d1a-8db2-9a7dfbc9155c;2025-07-11 13:50:56.657 +0000 UTC;1;twitch;I
edaec1fa-ab4e-4a18-8ba7-71cb12a5720e;961622c3-3c29-4fa1-88d2-4f408d6d6ebb;2025-07-11 14:40:18.469 +0000 UTC;1;twitch;I
ef37c1e1-6779-4d18-9278-5f6cbd4d5496;4310f782-396f-46cd-9825-1a754789d56e;2025-07-11 13:33:20.513 +0000 UTC;50;twitch;I
f056cbef-0198-4bc8-87f0-3a0aa5fb41da;0fc3524f-c21c-494d-bced-66766a2f239a;2025-07-11 14:23:51.405 +0000 UTC;1;twitch;I
f0b2a04e-4863-46f2-84b9-de571b43a06c;6313ceac-7806-4d34-aedd-476eed7c853a;2025-07-11 14:25:22.676 +0000 UTC;1;twitch;I
f2b76daf-9cfe-4cb6-a2be-1572b7d0ea5c;11f0bbec-a571-4d1a-8db2-9a7dfbc9155c;2025-07-11 13:33:58.804 +0000 UTC;1;twitch;I
f6ef7581-b68a-441e-9d5a-7738711b4431;7d9f9a78-f2ee-490a-9f36-dde47f131fa9;2025-07-11 13:56:46.898 +0000 UTC;1;twitch;I
f8ed6c7e-a6cd-4216-a2aa-ac95fd02a501;44a6eef6-d77b-40ec-8ec5-6918a54efdb8;2025-07-11 14:25:50.985 +0000 UTC;50;twitch;I
f92e7ed0-d6b0-477f-b4dd-b428ecadc139;961622c3-3c29-4fa1-88d2-4f408d6d6ebb;2025-07-11 14:01:36.681 +0000 UTC;1;twitch;I
fbedb678-4e3e-43e2-97a2-37a31167281d;7d9f9a78-f2ee-490a-9f36-dde47f131fa9;2025-07-11 13:32:43.294 +0000 UTC;1;twitch;I
